1584	if you love reading and or poetry , then by all means check it out	1
1585	driven by a fantastic dual performance from ian holm the film is funny , insightfully human and a delightful lark for history buffs	1
1586	douglas mcgrath 's nicholas nickleby does dickens as it should be done cinematically	1
1588	simply put , `` far from heaven '' is a masterpiece	1
1589	shot in rich , shadowy black and white , devils chronicles , with increasingly amused irony , the relationship between reluctant captors and befuddled captives	1
1590	mcgrath has deftly trimmed dickens ' wonderfully sprawling soap opera , the better to focus on the hero 's odyssey from cowering poverty to courage and happiness	1
1592	a worthwhile documentary , whether you 're into rap or not , even if it may still leave you wanting more answers as the credits roll	1
1593	the original was n't a good movie but this remake makes it look like a masterpiece !	0
1594	it 's a fun adventure movie for kids lrb of all ages rrb that like adventure	1
1598	consistently clever and suspenseful	1
1600	a real audience pleaser that will strike a chord with anyone who 's ever waited in a doctor 's office , emergency room , hospital bed or insurance company office	1
1601	if you , like me , think an action film disguised as a war tribute is disgusting to begin with , then you 're in for a painful ride	0
1602	if you 're as happy listening to movies as you are watching them , and the slow parade of human frailty fascinates you , then you 're at the right film	1
1603	one funny popcorn flick	1
1604	bad company has one of the most moronic screenplays of the year , full of holes that will be obvious even to those who are n't looking for them	0
1605	i 'd be hard pressed to think of a film more cloyingly sappy than evelyn this year	0
1606	a gem of a romantic crime comedy that turns out to be clever , amusing and unpredictable	1
1607	smith finds amusing juxtapositions that justify his exercise	1
1608	a charming , banter filled comedy one of those airy cinematic bon bons whose aims and by extension , accomplishments seem deceptively slight on the surface	1
1610	hollywood ending is the most disappointing woody allen movie ever	0
1611	it 's mildly amusing , but i certainly ca n't recommend it	0
1612	this dreadfully earnest inversion of the concubine love triangle eschews the previous film 's historical panorama and roiling pathos for bug eyed mugging and gay niche condescension	0
1613	formula 51 promises a new kind of high but delivers the same old bad trip	0
1614	what madonna does here ca n't properly be called acting more accurately , it 's moving and it 's talking and it 's occasionally gesturing , sometimes all at once	0
1615	rifkin 's references are impeccable throughout	1
1616	the director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of truffaut	1
1617	the fact that the ` best part ' of the movie comes from a 60 second homage to one of demme 's good films does n't bode well for the rest of it	0
1618	an enjoyable comedy of lingual and cultural differences the ch teau is a film full of life and small delights that has all the wiggling energy of young kitten	1
1619	an engaging , formulaic sports drama that carries a charge of genuine excitement	1
1620	something must have been lost in the translation	0
1621	witty , contemplative , and sublimely beautiful	1
1622	foster and whitaker are especially fine	1
1623	the lightest , most breezy movie steven spielberg has made in more than a decade	1
1624	if i want a real movie , i 'll buy the criterion dvd	0
1625	an earnest , roughshod document , it serves as a workable primer for the region 's recent history , and would make a terrific 10th grade learning tool	1
1627	a sly female empowerment movie , although not in a way anyone would expect	1
1628	the problem is the needlessly poor quality of its archival prints and film footage	0
1629	there 's something unintentionally comic in the film 's drumbeat about authenticity , given the stale plot and pornographic way the film revels in swank apartments , clothes and parties	0
1630	strange occurrences build in the mind of the viewer and take on extreme urgency	1
1631	the formula is familiar but enjoyable	1
1632	its screenplay serves as auto critique , and its clumsiness as its own most damning censure	0
1633	less an examination of neo nazism than a probe into the nature of faith itself	1
1634	good performances and a realistic , non exploitive approach make paid in full worth seeing	1
1635	just is n't as weird as it ought to be	0
1636	if you love the music , and i do , its hard to imagine having more fun watching a documentary	1
1637	watching queen of the damned is like reading a research paper , with special effects tossed in	0
1638	stinks from start to finish , like a wet burlap sack of gloom	0
1639	the merchant ivory team continues to systematically destroy everything we hold dear about cinema , only now it 's begun to split up so that it can do even more damage	0
1641	hugely accomplished slice of hitchcockian suspense	1
1642	exhibits the shallow sensationalism characteristic of soap opera more salacious telenovela than serious drama	0
1643	i 'm sure there 's a teenage boy out there somewhere who 's dying for this kind of entertainment	0
1644	why sit through a crummy , wannabe hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?	0
1648	one long , numbing action sequence made up mostly of routine stuff yuen has given us before	0
1649	together lrb time out and human resources rrb establish mr cantet as france 's foremost cinematic poet of the workplace	1
1650	a gleefully grungy , hilariously wicked black comedy	1
1651	with spy kids 2 the island of lost dreams , the spy kids franchise establishes itself as a durable part of the movie landscape a james bond series for kids	1
1652	reno himself can take credit for most of the movie 's success	1
1654	as for children , they wo n't enjoy the movie at all	0
1655	if you saw it on tv , you 'd probably turn it off , convinced that you had already seen that movie	0
1657	journalistically dubious , inept and often lethally dull	0
1659	like mike is n't going to make box office money that makes michael jordan jealous , but it has some cute moments , funny scenes , and hits the target audience lrb young bow wow fans rrb with nothing but net	1
1660	the gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon	1
1661	while the path may be familiar , first time director denzel washington and a top notch cast manage to keep things interesting	1
1662	standing in the shadows of motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand new tomorrow	1
1663	a series of escapades demonstrating the adage that what is good for the goose is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story	0
1665	this documentary is a dazzling , remarkably unpretentious reminder of what lrb evans rrb had , lost , and got back	1
1666	their work is fantastic	1
1667	much of the movie 's charm lies in the utter cuteness of stuart and margolo	1
1669	a profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility	0
1670	like its script , which nurses plot holes gaping enough to pilot an entire olympic swim team through , the characters in swimfan seem motivated by nothing short of dull , brain deadening hangover	0
1672	if it 's unnerving suspense you 're after you 'll find it with ring , an indisputably spooky film with a screenplay to die for	1
1673	gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self hating , self destructive ways	1
1674	a beautiful paean to a time long past	1
1675	an extremely funny , ultimately heartbreaking look at life in contemporary china	1
1676	sheds light on a subject few are familiar with , and makes you care about music you may not have heard before	1
1678	and diesel is n't the actor to save it	0
1679	a feeble tootsie knockoff	0
1680	see it for his performance if nothing else	1
1681	terrific casting and solid execution give all three stories life	1
1682	the skirmishes for power waged among victims and predators settle into an undistinguished rhythm of artificial suspense	0
1683	a thriller without a lot of thrills	0
1684	yet the act is still charming here	1
1685	far more enjoyable than its predecessor	1
1686	a moving essay about the specter of death , especially suicide	1
1687	phillip noyce and all of his actors as well as his cinematographer , christopher doyle understand the delicate forcefulness of greene 's prose , and it 's there on the screen in their version of the quiet american	1
1688	though it runs 163 minutes , safe conduct is anything but languorous	1
1689	this is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` ah , yes , here we have a bad , bad , bad movie '	0
1690	even at its worst , it 's not half bad	1
1691	even if you 've never heard of chaplin , you 'll still be glued to the screen	1
1694	most of the dialogue made me want to pack raw dough in my ears	0
1695	queen of the damned is too long with too little going on	0
1696	it ai n't art , by a long shot , but unlike last year 's lame musketeer , this dumas adaptation entertains	1
1697	campanella 's competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over rafael 's evolution	1
1698	sch tte 's dramatic snapshot of the artist three days before his death offers an interesting bit of speculation as to the issues brecht faced as his life drew to a close	1
1699	would be an unendurable viewing experience for this ultra provincial new yorker if 26 year old reese witherspoon were not on hand to inject her pure fantasy character , melanie carmichael , with a massive infusion of old fashioned hollywood magic	1
1700	a horror movie with seriously dumb characters , which somewhat dilutes the pleasure of watching them stalked by creepy crawly bug things that live only in the darkness	0
1701	their parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes	0
1702	cloaks a familiar anti feminist equation lrb career kids misery rrb in tiresome romantic comedy duds	0
1703	naomi watts is terrific as rachel her petite frame and vulnerable persona emphasising her plight and isolation	1
1704	idiotic and ugly	0
1705	` film aficionados can not help but love cinema paradiso , whether the original version or new director 's cut '	1
1706	hard , endearing , caring , warm	1
1707	the major problem with windtalkers is that the bulk of the movie centers on the wrong character	0
1708	greaseballs mob action comedy	0
1709	writer and director otar iosseliani 's pleasant tale about a factory worker who escapes for a holiday in venice reveals how we all need a playful respite from the grind to refresh our souls	1
1710	a refreshingly realistic , affectation free coming of age tale	1
1711	`` simone '' is a fun and funky look into an artificial creation in a world that thrives on artificiality	1
1713	the acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and the violence is at once luridly graphic and laughably unconvincing	0
1715	pray has really done his subject justice	1
1716	woody , what happened ?	0
1717	but it 's also disappointing to a certain degree	0
1718	coarse , cliched and clunky , this trifling romantic comedy in which opposites attract for no better reason than that the screenplay demands it squanders the charms of stars hugh grant and sandra bullock	0
1719	bears about as much resemblance to the experiences of most battered women as spider man does to the experiences of most teenagers	0
1721	a boring masquerade ball where normally good actors , even kingsley , are made to look bad	0
1722	a semi autobiographical film that 's so sloppily written and cast that you can not believe anyone more central to the creation of bugsy than the caterer had anything to do with it	0
1723	the skills of a calculus major at m i t are required to balance all the formulaic equations in the long winded heist comedy who is cletis tout ?	0
1724	though there are entertaining and audacious moments , the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation	0
1725	efteriades gives the neighborhood scenery , vibe and all the cinematic equivalent of a big , tender hug	1
1726	two weeks notice has appeal beyond being a sandra bullock vehicle or a standard romantic comedy	1
1727	could use a little more humanity , but it never lacks in eye popping visuals	1
1729	offers big , fat , dumb laughs that may make you hate yourself for giving in	0
1730	hardly a film that comes along every day	1
1731	definitely worth 95 minutes of your time	1
1732	certainly the big finish was n't something galinsky and hawley could have planned for but part of being a good documentarian is being there when the rope snaps	1
1733	rollerball is as bad as you think , and worse than you can imagine	0
1734	there 's the plot , and a maddeningly insistent and repetitive piano score that made me want to scream	0
1736	the pacing is deadly , the narration helps little and naipaul , a juicy writer , is negated	0
1737	i 'm going to give it a marginal thumbs up	1
1738	this beautifully animated epic is never dull	1
1739	human nature , in short , is n't nearly as funny as it thinks it is neither is it as smart	0
1741	even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities	0
1742	a mesmerizing cinematic poem from the first frame to the last	1
1744	this painfully unfunny farce traffics in tired stereotypes and encumbers itself with complications that have no bearing on the story	0
1745	take nothing seriously and enjoy the ride	1
1746	it is different from others in its genre in that it is does not rely on dumb gags , anatomical humor , or character cliches it primarily relies on character to tell its story	1
1747	still rapturous after all these years , cinema paradiso stands as one of the great films about movie love	1
1749	the actors are simply too good , and the story too intriguing , for technical flaws to get in the way	1
1751	it may also be the best sex comedy about environmental pollution ever made	1
1752	an entertaining , if ultimately minor , thriller	1
1754	whether jason x is this bad on purpose is never clear	0
1755	all comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad	0
1756	the movie is concocted and carried out by folks worthy of scorn , and the nicest thing i can say is that i ca n't remember a single name responsible for it	0
1758	seems like something american and european gay movies were doing 20 years ago	0
1759	this is a truly , truly bad movie	0
1760	the way the roundelay of partners functions , and the interplay within partnerships and among partnerships and the general air of gator bashing are consistently delightful	1
1761	what ` blade runner ' would 've looked like as a low budget series on a uhf channel	0
1762	there is a difference between movies with the courage to go over the top and movies that do n't care about being stupid	0
1764	a lovely film for the holiday season	1
1765	after one gets the feeling that the typical hollywood disregard for historical truth and realism is at work here , it 's a matter of finding entertainment in the experiences of zishe and the fiery presence of hanussen	1
1766	tadpole may be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject a teenage boy in love with his stepmother	1
1769	k 19 the widowmaker is derivative , overlong , and bombastic yet surprisingly entertaining	1
1771	by that measure , it is a failure	0
1772	rather than real figures , elling and kjell bjarne become symbolic characters whose actions are supposed to relate something about the na f 's encounter with the world	0
1773	seeing as the film lacks momentum and its position remains mostly undeterminable , the director 's experiment is a successful one	1
1774	a pretentious mess	0
1775	full of flatulence jokes and mild sexual references , kung pow !	0
1776	so mind numbingly awful that you hope britney wo n't do it one more time , as far as movies are concerned	0
1777	laced with liberal doses of dark humor , gorgeous exterior photography , and a stable full of solid performances , no such thing is a fascinating little tale	1
1778	in the new release of cinema paradiso , the tale has turned from sweet to bittersweet , and when the tears come during that final , beautiful scene , they finally feel absolutely earned	1
1779	remove spider man the movie from its red herring surroundings and it 's apparent that this is one summer film that satisfies	1
1780	spectators will indeed sit open mouthed before the screen , not screaming but yawning	0
1781	, the sum of all fears is simply a well made and satisfying thriller	1
1782	what makes the movie special is its utter sincerity	1
1783	the thing just never gets off the ground	0
1784	after several scenes of this tacky nonsense , you 'll be wistful for the testosterone charged wizardry of jerry bruckheimer productions , especially because half past dead is like the rock on a wal mart budget	0
1786	once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea is n't funny	0
1788	an ambitious , guilt suffused melodrama crippled by poor casting	0
1789	this is an exercise not in biography but in hero worship	0
1791	with this masterful , flawless film , lrb wang rrb emerges in the front ranks of china 's now numerous , world renowned filmmakers	1
1792	a live wire film that never loses its ability to shock and amaze	1
1794	the large format film is well suited to capture these musicians in full regalia and the incredible imax sound system lets you feel the beat down to your toes	1
1795	a finely tuned mood piece , a model of menacing atmosphere	1
1796	it 's packed with adventure and a worthwhile environmental message , so it 's great for the kids	1
1797	too bad maggio could n't come up with a better script	0
1800	it 's a fairy tale that comes from a renowned indian film culture that allows americans to finally revel in its splendor	1
1801	all mood and no movie	0
1802	will assuredly rank as one of the cleverest , most deceptively amusing comedies of the year	1
1803	a half assed film	0
1804	it 's truly awful and heartbreaking subject matter , but one whose lessons are well worth revisiting as many times as possible	1
1805	the most ingenious film comedy since being john malkovich	1
1807	inventive , fun , intoxicatingly sexy , violent , self indulgent and maddening	1
1808	much of it comes from the brave , uninhibited performances by its lead actors	1
1809	a chiller resolutely without chills	0
1810	the first hour is tedious though ford and neeson capably hold our interest , but its just not a thrilling movie	0
1811	and it is	1
1812	even when it drags , we are forced to reflect that its visual imagination is breathtaking	1
1813	imperfect ?	0
1816	there 's surely something wrong with a comedy where the only belly laughs come from the selection of outtakes tacked onto the end credits	0
1818	beating the austin powers films at their own game , this blaxploitation spoof downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness	1
1820	there 's no palpable chemistry between lopez and male lead ralph fiennes , plus the script by working girl scribe kevin wade is workmanlike in the extreme	0
1822	there 's already been too many of these films	0
1823	we want the funk and this movie 's got it	1
1824	lrb a rrb thoughtful , visually graceful work	1
1825	shows moments of promise but ultimately succumbs to cliches and pat storytelling	0
1827	a waterlogged version of ` fatal attraction ' for the teeny bopper set a sad , soggy potboiler that wastes the talents of its attractive young leads	0
1829	the script manages the rare trick of seeming at once both refreshingly different and reassuringly familiar	1
1830	kudos to the most enchanting film of the year	1
1832	by its modest , straight ahead standards , undisputed scores a direct hit	1
1834	a dashing and absorbing outing with one of france 's most inventive directors	1
1836	that chirpy songbird britney spears has popped up with more mindless drivel	0
1838	when all is said and done , she loves them to pieces and so , i trust , will you	1
1840	kids do n't mind crappy movies as much as adults , provided there 's lots of cute animals and clumsy people	0
1841	it forces you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling	0
1842	wonder , hope and magic can never escape the heart of the boy when the right movie comes along , especially if it begins with the name of star wars	1
1843	while the performances are often engaging , this loose collection of largely improvised numbers would probably have worked better as a one hour tv documentary	0
1845	there is only so much baked cardboard i need to chew	0
1846	the movie is loaded with good intentions , but in his zeal to squeeze the action and our emotions into the all too familiar dramatic arc of the holocaust escape story , minac drains his movie of all individuality	0
1848	filmmaker tian zhuangzhuang triumphantly returns to narrative filmmaking with a visually masterful work of quiet power	1
1849	a movie that , quite simply , should n't have been made	0
1850	the importance of being earnest , so thick with wit it plays like a reading from bartlett 's familiar quotations	1
1851	five screenwriters are credited with the clich laden screenplay it seems as if each watered down the version of the one before	0
1852	director alfonso cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice over narrator in the manner of french new wave films	1
1853	manages to deliver a fair bit of vampire fun	1
1854	guys say mean things and shoot a lot of bullets	0
1855	wewannour money back , actually	0
1856	more than anything else , kissing jessica stein injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake sleepless in seattle again and again	1
1857	when cowering and begging at the feet a scruffy giannini , madonna gives her best performance since abel ferrara had her beaten to a pulp in his dangerous game	1
1858	the sheer joy and pride they took in their work and in each other shines through every frame	1
1859	the cumulative effect of the movie is repulsive and depressing	0
1860	digs beyond the usual portrayals of good kids and bad seeds to reveal a more ambivalent set of characters and motivations	1
1861	much of all about lily chou chou is mesmerizing some of its plaintiveness could make you weep	1
1862	it 's a rollicking adventure for you and all your mateys , regardless of their ages	1
1864	lrb scherfig rrb has made a movie that will leave you wondering about the characters ' lives after the clever credits roll	1
1865	it may be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality	1
1866	a delightful entree in the tradition of food movies	1
1867	lrb johnnie to and wai ka fai are rrb sure to find an enthusiastic audience among american action adventure buffs , but the film 's interests may be too narrow to attract crossover viewers	0
1868	conceptually brilliant plays like a living room war of the worlds , gaining most of its unsettling force from the suggested and the unknown	1
1869	this feature is about as necessary as a hole in the head	0
1873	hailed as a clever exercise in neo hitchcockianism , this clever and very satisfying picture is more accurately chabrolian	1
1875	a pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole	0
1877	yakusho , as always , is wonderful as the long faced sad sack and his chemistry with shimizu is very believable	1
1878	works , it 's thanks to huston 's revelatory performance	1
1879	ararat feels like a book report	0
1880	the beautiful images and solemn words can not disguise the slack complacency of lrb godard 's rrb vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self righteousness of his voice	0
1881	tully is in many ways the perfect festival film a calm , self assured portrait of small town regret , love , duty and friendship that appeals to the storytelling instincts of a slightly more literate filmgoing audience	1
1882	it 's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5	0
1883	a surprisingly charming and even witty match for the best of hollywood 's comic book adaptations	1
1884	my advice is to skip the film and pick up the soundtrack	0
1885	audacious impossible yet compelling	1
1887	family fare	1
1888	the movie resolutely avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates	0
1890	even if you 're an agnostic carnivore , you can enjoy much of jonah simply , and gratefully , as laugh out loud lunacy with a pronounced monty pythonesque flavor	1
1891	one of the best of a growing strain of daring films that argue that any sexual relationship that does n't hurt anyone and works for its participants is a relationship that is worthy of our respect	1
1892	set in a 1986 harlem that does n't look much like anywhere in new york	0
1893	in the spirit of the season , i assign one bright shining star to roberto benigni 's pinocchio but i guarantee that no wise men will be following after it	0
1896	in addition to scoring high for originality of plot putting together familiar themes of family , forgiveness and love in a new way lilo stitch has a number of other assets to commend it to movie audiences both innocent and jaded	1
1897	perhaps it 's cliche to call the film ` refreshing , ' but it is	1
1898	as predictable as the outcome of a globetrotters generals game , juwanna mann is even more ludicrous than you 'd expect from the guy in a dress genre , and a personal low for everyone involved	0
1899	almodovar is an imaginative teacher of emotional intelligence in this engaging film about two men who discover what william james once called ` the gift of tears '	1
1900	a fantastically vital movie that manages to invest real humor , sensuality , and sympathy into a story about two adolescent boys	1
1901	the story is far flung , illogical , and plain stupid	0
1902	and lee seems just as expectant of an adoring , wide smiling reception	1
1903	it 's all arty and jazzy and people sit and stare and turn away from one another instead of talking and it 's all about the silences and if you 're into that , have at it	0
1904	an old fashioned drama of substance about a teacher 's slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for virtue	1
1905	another useless recycling of a brutal mid '70s american sports movie	0
1906	the kind of movie that leaves vague impressions and a nasty aftertaste but little clear memory of its operational mechanics	0
1907	hartley adds enough quirky and satirical touches in the screenplay to keep the film entertaining	1
1908	as literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment	1
1909	this insufferable movie is meant to make you think about existential suffering	0
1910	goofy , nutty , consistently funny	1
1911	two big things are missing anything approaching a visceral kick , and anything approaching even a vague reason to sit through it all	0
1912	if `` lilo stitch '' is n't the most edgy piece of disney animation to hit the silver screen , then this first film to use a watercolor background since `` dumbo '' certainly ranks as the most original in years	1
1913	while it has definite weaknesses like a rather unbelievable love interest and a meandering ending this '60s caper film is a riveting , brisk delight	1
1915	an extremely unpleasant film	0
1916	director juan jose campanella could have turned this into an argentine retread of `` iris '' or `` american beauty , '' but instead pulls a little from each film and creates something more beautiful than either of those films	1
1917	not good enough to pass for a litmus test of the generation gap and not bad enough to repulse any generation of its fans	0
1918	after seeing the film , i can tell you that there 's no other reason why anyone should bother remembering it	0
1920	merely lrb and literally rrb tosses around sex toys and offers half hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense	0
1921	terrible	0
1922	throwing in everything except someone pulling the pin from a grenade with his teeth , windtalkers seems to have ransacked every old world war ii movie for overly familiar material	0
1923	chai 's structure and pacing are disconcertingly slack	0
1924	if you grew up on scooby you 'll love this movie	1
1925	enjoyably fast moving , hard hitting documentary	1
1926	if you come from a family that eats , meddles , argues , laughs , kibbitzes and fights together , then go see this delightful comedy	1
1927	the director mostly plays it straight , turning leys ' fable into a listless climb down the social ladder	0
1928	millions of dollars heaped upon a project of such vast proportions need to reap more rewards than spiffy bluescreen technique and stylish weaponry	0
1929	any film that does n't even in passing mention political prisoners , poverty and the boat loads of people who try to escape the country is less a documentary and more propaganda by way of a valentine sealed with a kiss	0
1931	some episodes work , some do n't	0
1932	like its new england characters , most of whom wander about in thick clouds of denial , the movie eventually gets around to its real emotional business , striking deep chords of sadness	1
1934	a film of empty , fetishistic violence in which murder is casual and fun	0
1935	for those in search of something different , wendigo is a genuinely bone chilling tale	1
1936	disappointing in comparison to other recent war movies or any other john woo flick for that matter	0
1937	it 's a familiar story , but one that is presented with great sympathy and intelligence	1
1938	becomes a fascinating study of isolation and frustration that successfully recreates both the physical setting and emotional tensions of the papin sisters	1
1939	murderous maids pulls no punches in its depiction of the lives of the papin sister and the events that led to their notorious rise to infamy	1
1940	it 's not nearly as fresh or enjoyable as its predecessor , but there are enough high points to keep this from being a complete waste of time	1
1941	the movie does n't add anything fresh to the myth	0
1942	it is n't that stealing harvard is a horrible movie if only it were that grand a failure !	0
1945	in his latest effort , storytelling , solondz has finally made a movie that is n't just offensive it also happens to be good	1
1946	enough is not a bad movie , just mediocre	0
1947	a smart , sassy and exceptionally charming romantic comedy	1
1949	reyes ' directorial debut has good things to offer , but ultimately it 's undone by a sloppy script	0
1950	it wears its heart on the sleeve of its gaudy hawaiian shirt	0
1951	it 's a spectacular performance ahem , we hope it 's only acting	1
1952	the film 's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama '	0
1953	symbolically , warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal	1
1954	you come away from his film overwhelmed , hopeful and , perhaps paradoxically , illuminated	1
1955	equlibrium could pass for a thirteen year old 's book report on the totalitarian themes of 1984 and farenheit 451	0
1956	a film of delicate interpersonal dances	1
1957	lrb westbrook rrb makes a wonderful subject for the camera	1
1958	cusack 's just brilliant in this	1
1960	never lets go your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches gorgeous , passionate , and at times uncommonly moving	1
1961	few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as nesbitt 's cooper looks when the bullets stop flying	1
1962	ferrara 's best film in years	1
1963	we have poignancy jostling against farce , thoughtful dialogue elbowed aside by one liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat	0
1964	watching war photographer , you come to believe that nachtwey hates the wars he shows and empathizes with the victims he reveals	1
1965	you 'd be hard put to find a movie character more unattractive or odorous lrb than leon rrb	0
1966	what soured me on the santa clause 2 was that santa bumps up against 21st century reality so hard , it 's icky	0
1967	ash wednesday is not edward burns ' best film , but it is a good and ambitious film	1
1968	the lead actors share no chemistry or engaging charisma	0
1969	ms phoenix is completely lacking in charm and charisma , and is unable to project either esther 's initial anomie or her eventual awakening	0
1970	when not wallowing in its characters ' frustrations , the movie is busy contriving false , sitcom worthy solutions to their problems	0
1971	polished , well structured film	1
1972	the laughs are as rare as snake foo yung	0
1973	an eloquent , reflective and beautifully acted meditation on both the profoundly devastating events of one year ago and the slow , painful healing process that has followed in their wake	1
1974	but there 's plenty to offend everyone	0
1975	after that it becomes long and tedious like a classroom play in a college history course	0
1976	an exceptionally acted , quietly affecting cop drama	1
1977	one of the best films i have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense	1
1978	stitch is a bad mannered , ugly and destructive little	0
1979	an intelligently made lrb and beautifully edited rrb picture that at the very least has a spark of life to it more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch	1
1981	what should have been a painless time killer becomes instead a grating endurance test	0
1982	the film has lrb its rrb moments , but they are few and far between	0
1983	if religious films are n't your bailiwick , stay away	0
1984	this enthralling documentary is at once playful and haunting , an in depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends	1
1985	a wild , endearing , masterful documentary	1
1989	there is something in full frontal , i guess , about artifice and acting and how it distorts reality for people who make movies and watch them , but like most movie riddles , it works only if you have an interest in the characters you see	0
1990	a minor league soccer remake of the longest yard	0
1991	` it 's painful to watch witherspoon 's talents wasting away inside unnecessary films like legally blonde and sweet home abomination , i mean , alabama '	0
1992	it 's absolutely amazing how first time director kevin donovan managed to find something new to add to the canon of chan	1
1993	it 's as raw and action packed an experience as a ringside seat at a tough man contest	1
1994	to me , it sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy	0
1995	you wo n't have any trouble getting kids to eat up these veggies	1
1997	it does n't work as either	0
1998	this one aims for the toilet and scores a direct hit	0
2000	the movie is undone by a filmmaking methodology that 's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie heads	0
2001	two tedious acts light on great scares and a good surprise ending	1
2002	and your reward will be a thoughtful , emotional movie experience	1
2003	obvious	0
2005	the little girls understand , and mccracken knows that 's all that matters	1
2007	i liked it because it was so endlessly , grotesquely , inventive	1
2009	yes	1
2010	k 19 the widowmaker is a great yarn	1
2012	an undeniably moving film to experience , and ultimately that 's what makes it worth a recommendation	1
2013	confessions is n't always coherent , but it 's sharply comic and surprisingly touching , so hold the gong	1
2014	the film has the thrown together feel of a summer camp talent show hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo	0
2015	sharp edges and a deep vein of sadness run through its otherwise comic narrative	1
2016	crush is so warm and fuzzy you might be able to forgive its mean spirited second half	1
2017	strong filmmaking requires a clear sense of purpose , and in that oh so important category , the four feathers comes up short	0
2020	despite lagging near the finish line , the movie runs a good race , one that will have you at the edge of your seat for long stretches '	1
2021	witty and often surprising , a dark little morality tale disguised as a romantic comedy	1
2022	they 're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid	0
2023	watching these eccentrics is both inspiring and pure joy	1
2024	spain 's greatest star wattage does n't overcome the tumult of maudlin tragedy	0
2025	director jay russell stomps in hobnail boots over natalie babbitt 's gentle , endearing 1975 children 's novel	0
2026	colorful , energetic and sweetly whimsical the rare sequel that 's better than its predecessor	1
2027	a pretentious and ultimately empty examination of a sick and evil woman	0
2028	a small movie with a big heart	1
2029	maggie g makes an amazing breakthrough in her first starring role and eats up the screen	1
2030	most of the movie is so deadly dull that watching the proverbial paint dry would be a welcome improvement	0
2035	lrb a rrb poorly executed comedy	0
2036	holland lets things peter out midway , but it 's notably better acted and far less crass than some other recent efforts in the burgeoning genre of films about black urban professionals	1
2037	rogers 's mouth never stops shut about the war between the sexes and how to win the battle	1
2039	maintains your sympathy for this otherwise challenging soul by letting you share her one room world for a while	1
2040	tends to pile too many `` serious issues '' on its plate at times , yet remains fairly light , always entertaining , and smartly written	1
2041	an inventive , absorbing movie that 's as hard to classify as it is hard to resist	1
2042	lrb russell rrb makes good b movies lrb the mask , the blob rrb , and the scorpion king more than ably meets those standards	1
2043	what little grace lrb rifkin 's rrb tale of precarious skid row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics	0
2044	the last scenes of the film are anguished , bitter and truthful	1
